"Time";"st-2-tikv-0";"st-2-tikv-1";"st-2-tikv-2";"st-2-tikv-3"
"2020-04-18T14:37:00+08:00";4.559321666666575;4.532000000000104;5.697555555555526;6.8704444444444945
"2020-04-18T14:38:00+08:00";6.613555555555474;5.6668888888888755;3.8102222222222;4.602888888888855
"2020-04-18T14:39:00+08:00";3.6124444444445665;7.074444444444426;3.9342222222221293;3.689555555555518
"2020-04-18T14:40:00+08:00";5.367452610058023;6.434888888888918;3.957555555555506;6.435333333333341
"2020-04-18T14:41:00+08:00";6.411475810573649;5.242888888888958;5.875777777777674;5.413555555555499
"2020-04-18T14:42:00+08:00";7.431390413546325;4.477999999999993;3.5968089598009447;3.8986666666665943
"2020-04-18T14:43:00+08:00";6.740444444444494;4.013555555555623;4.084888888888834;4.758666666666663
"2020-04-18T14:44:00+08:00";5.420000000000029;3.8168888888889816;3.943999999999832;3.8802222222222587
"2020-04-18T14:45:00+08:00";6.115555555555551;2.3000000000000433;1.9733333333333802;2.334222222222224
"2020-04-18T14:46:00+08:00";4.598991088690775;1.560888888888902;1.320222222222222;1.469555555555406
"2020-04-18T14:47:00+08:00";2.976000000000019;1.1542222222222416;0.9479999999999972;1.0773333333332393
"2020-04-18T14:48:00+08:00";1.908444444444492;0.8055555555556237;0.8057777777777504;0.7920000000000013
"2020-04-18T14:49:00+08:00";1.188888888888967;0.5811111111111054;0.4864444444444527;0.5653333333333208
"2020-04-18T14:50:00+08:00";0.7346503411036447;0.4348888888889657;0.3677777777777515;0.4384444444445265
"2020-04-18T14:51:00+08:00";0.49688888888883326;0.46511111111108744;0.302000000000024;0.3548888888888766
"2020-04-18T14:52:00+08:00";0.4000000000000358;0.32911111111117963;0.2720000000000541;0.3364444444443943
"2020-04-18T14:53:00+08:00";0.3260000000000782;0.277333333333288;0.2431111111110986;0.2973333333333708
"2020-04-18T14:54:00+08:00";0.27600613346966013;0.24822222222221335;0.2242222222221164;0.25911111111114943
"2020-04-18T14:55:00+08:00";0.2222222222222427;0.22888888888883407;0.1826666666666612;0.22844444444441908
"2020-04-18T14:56:00+08:00";0.23644444444445914;0.2982222222222178;0.1917777777778047;1.1546666666667027
"2020-04-18T14:57:00+08:00";0.22400497788838458;0.2237777777776922;0.1708888888889446;0.23200000000007734
"2020-04-18T14:58:00+08:00";0.22066666666668228;0.21600000000006062;0.18444444444447294;0.2306666666667002
"2020-04-18T14:59:00+08:00";0.2391111111111354;0.208444444444381;0.18066666666665665;0.2277777777778334
"2020-04-18T15:00:00+08:00";0.23155555555555163;0.22377777777787214;0.17733333333332785;0.22244444444447978
"2020-04-18T15:01:00+08:00";0.23199999999996324;0.21177777777788748;0.18555555555547715;0.22466666666675755
"2020-04-18T15:02:00+08:00";0.23444444444447685;0.22222222222217944;0.18422222222227658;0.22955555555553117
"2020-04-18T15:03:00+08:00";0.22889397542163187;0.21333333333320975;0.18222222222227505;0.23577777777777123
"2020-04-18T15:04:00+08:00";0.22622724949449644;0.21822222222223783;0.17999999999998267;0.22666666666670318
"2020-04-18T15:05:00+08:00";0.21311111111106723;0.2075555555555256;0.18088888888884574;0.23133333333336123
"2020-04-18T15:06:00+08:00";0.21999999999991254;0.35111111111107524;0.32288888888901635;0.23511111111117067
"2020-04-18T15:07:00+08:00";0.21955555555549985;0.21866666666657347;0.17911111111111402;0.21999999999992292
